Equipo,Puntos
GEBA,34518.588125
COPELLO,34461.223125000004
ITALIANO DE JOSE C PAZ,34360.3734375
COUNTRY BANFIELD A,34223.62625
CLUB SPORTIVO PILAR,33993.81375
SPORTIVO VILLA BALLESTER,33421.73125
LANUS B,33015.32875
CLUB ATLETICO BERNAL,32920.98625
COLEGIALES NEGRO,31717.979375000003
IMPERIO NEGRO,31591.760937500003
SOCIAL LANUS,31518.421875
C.A.S.A PADUA B,30203.082812499997
CIRCULO URQUIZA AZUL,29681.143750000003
DEFENSORES DE SANTOS LUGARES,29432.711875
ITALIANO B,29251.905625
PORTEÑO ATLETICO CLUB,28449.47375
CLUB SOCIAL ALEJANDRO KORN,28430.641875
CENTRO ESPAÑOL,28252.594375
INSTITUCION SARMIENTO BLANCO,28230.42125
SAN LORENZO ROJO,28114.693750000002
CLUB GEI BLANCO,27792.1471875
LOS INDIOS DE MORENO BLANCO,27773.75875
INDEPENDIENTE DE BURZACO,27459.695
VILLA ESPAÑA,27011.6015625
HURACAN DE SAN JUSTO BLANCO,26374.9396875
GUILLON BASQUET,26357.690625000003
CLUB 12 DE OCTUBRE,25945.05375
COLON FC,25897.18
COOPERATIVA TORTUGUITAS,25892.0984375
PINOCHO VERDE,25851.893750000003
YUPANQUI,25769.190625000003
PEDRO ECHAGUE AMARILLO,25516.865625
G.E DE LOMAS DE ZAMORA B,25462.2275
LOBOS ATHLETIC CLUB,25019.58625
FERROCARRIL OESTE C,24676.0896875
CLUB SOCIAL EZEIZA,24502.764375
NAUTICO HACOAJ AZUL,24372.916250000002
CLUB PORTUGUES DEL GRAN BUENOS AIRES,23759.040625
SITAS,23616.231875
LAS HERAS B,23589.34375
PLATENSE BLANCO,23371.7409375
DEPORTIVO CROVARA B,21673.698437500003
CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO,21608.69125
ARGENTINOS JUNIORS,21220.773125
JOSE HERNANDEZ B,20756.8515625
JUVENTUD UNIDA,20078.0953125
DEFENSORES DE GLEW,20054.7675
NUEVA CHICAGO,19529.040625
MORENO DE QUILMES,19378.6109375
CIUDADELA NORTE,19238.566875
NAUTICO BUCHARDO B,18961.2871875
MUNICIPALIDAD DE AVELLANEDA,18902.831250000003
SAN FERNANDO BLANCO,18807.44875
VELEZ SARSFIELD AZUL,18751.004375
TAPONAZO  FUTBOL CLUB,18313.683749999997
CLUB  ATLETICO Y PROGRESO DE BRANDSEN,17360.081250000003
ESTRELLA DE BOEDO,16363.696875000001
TALLERES,15588.370312500003
LA UNION,14839.565625000001
SPORTIVO ALSINA,14062.575625
CLUB EL FOGON,12160.685625
ALTE. BROWN,11826.40625
U.A.I. URQUIZA,11597.96875
CLUB ATLETICO PAMPERO,11378.250000000002
INSTITUTO GLEW,10589.125
RACING ANEXO,10131.721875000001
RAMOS MEJIA LTC B,9540.4375
DEP. MORON ROJO,9479.3265625
A.F.A.L.P. B,9096.7
TELEFONOS,8833.9375
VILLA SAHORES,8094.71875
ALTUBE,6610.90625
DEFENSORES DE MORENO,6544.687500000001
VILLA IDEAL,6503.25
SCHOLEM ALEIJEM,6224.96875
BURZACO FC B,5953.593750000001
FLORIDA CLUB,5106.5625
SIERO BIBLIOTECA,4052.343750000001
COUNTRY BANFIELD B,0.0
DEFENSORES DE HURLINGHAM  BLANCO,0.0
CLUB ATLETICO HURACAN,0.0
CLUB CEPA,0.0
CLUB ATLETICO PILAR,0.0
CLUB SOCIAL Y DEPORTIVO ARENAL,0.0
CLUB  JUVENTUD  UNIDA  DE LAVALLOL - FLEX,0.0
ARQUITECTURA BLANCO,0.0
BANCO PROVINCIA B,0.0
ATLETICO BOULOGNE FLEX,0.0
BANADE AMARILLO,0.0
CIRCULO URQUIZA BLANCO,0.0
BELLA VISTA,0.0
ALL BOYS NEGRO,0.0
ARGENTINO DE QUILMES,0.0
ALL BOYS DE SAAVEDRA,0.0
ALDO BONZI,0.0
CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,0.0
LUZ Y ARTE,0.0
INDEPENDIENTE DE ESCOBAR,0.0
"ESTUDIANTIL PORTEÑO ""C""",0.0
EL PORVENIR,0.0
JUVENCIA,0.0
MUNICIPALIDAD DE HURLINGHAM,0.0
MONTE GRANDE FLEX,0.0
OLIMPO FLEX,0.0
PASO DEL REY,0.0
SAN MIGUEL BLANCO,0.0
SPORTIVO HAEDO,0.0
SOCIEDAD ATLETICA PABELLON ARGENTINO,0.0
VICTORIA FLEX,0.0
